Monit_MAP_CODE1,LAKE_NAME,Year,phosphorus_avg,phosphorus_count,secchi_avg,secchi_count,mean_FIN_SQ_FT,median_FIN_SQ_FT,mean_acres,median_acres,mean_EMV_TOTAL,median_EMV_TOTAL,mean_total_tax,median_total_tax,pct_garage,pct_basement
19002700-01,Crystal Lake,2006,0.09968181818181818,66,1.9269230769230767,26,2162.2767195767196,2162.2767195767196,0.42184126984126774,0.42184126984126774,308144.81481481483,308144.81481481483,3106.2169312169312,3106.2169312169312,,
27019900-01,Hafften Lake,2014,0.05125,8,1.1857142857142857,7,1618.8939929328621,1618.8939929328621,8.345689045936398,8.345689045936398,263508.12720848055,263508.12720848055,4272.727915194347,4272.727915194347,0.769895126465145,0.783466995681678
02000900-01,Reshanau Lake,2008,0.06599999999999999,7,0.45,7,1544.5486058779202,1544.5486058779202,1.1074378296910254,1.1074378296910254,297741.8236623964,297741.8236623964,3646.9427279577994,3646.9427279577994,,0.9786666666666667
82005202-01,Jellums Lake,2009,0.04885714285714287,7,2.9392857142857145,7,556.8932038834952,556.8932038834952,7.9452427184465995,7.9452427184465995,370099.0291262136,370099.0291262136,339788.3495145631,339788.3495145631,,
27008800-01,Minnetoga Lake,2007,0.06114285714285716,14,2.073571428571429,14,0.0,0.0,0.7150996677740833,0.7150996677740833,329140.7530454042,329140.7530454042,4238.916389811739,4238.916389811739,,
62005800-01,Little Johanna Lake,2012,0.05892857142857143,14,1.7461538461538462,13,1522.2198391420911,1522.2198391420911,0.7899597855227857,0.7899597855227857,727502.4128686327,727502.4128686327,0.0,0.0,0.9860335195530726,0.9860335195530726
82002800-01,Staples Lake,2007,0.028142857142857143,7,2.9175714285714287,7,0.0,0.0,0.0,0.0,321742.51968503935,321742.51968503935,0.0,0.0,,
82012500-01,Pat Lake,2011,0.056785714285714294,14,2.4507692307692306,13,1712.7209302325582,1712.7209302325582,11.132790697674416,11.132790697674416,400595.3488372093,400595.3488372093,0.0,0.0,1.0,1.0
62004901-01,Langton Lake,2009,0.046307692307692314,13,0.99,10,808.5655737704918,808.5655737704918,1.9270901639344264,1.9270901639344264,1135081.1475409835,1135081.1475409835,32186.713114754097,32186.713114754097,0.9844479004665629,1.0
27012700-01,French Lake,2004,0.17685714285714285,7,0.6785714285714286,7,0.0,0.0,0.0,0.0,345322.27074235806,345322.27074235806,10971.502183406114,10971.502183406114,,
13005600-01,Heims Lake,2009,0.041400000000000006,10,0.51,5,1207.4375,1207.4375,10.526607142857143,10.526607142857143,238201.7857142857,238201.7857142857,2495.473214285714,2495.473214285714,0.7183288409703504,0.963302752293578
70009100-02,Cedar Lake,2013,0.21660869565217392,23,1.1681818181818182,22,1057.8498023715415,1057.8498023715415,8.16559288537549,8.16559288537549,277739.1304347826,277739.1304347826,0.0,0.0,,
82004900-01,Big Carnelian Lake,2009,0.23883333333333331,6,6.4,2,953.4774011299435,953.4774011299435,2.2118361581920896,2.2118361581920896,337882.2033898305,337882.2033898305,330776.27118644066,330776.27118644066,,
10008400-01,Burandt Lake,2004,0.06200000000000002,18,1.458333333333333,18,2307.6761687571266,2307.6761687571266,0.6893918662105653,0.6893918662105653,305196.3131889016,305196.3131889016,3180.6221968833142,3180.6221968833142,0.8057398805573988,
19003300-01,Earley Lake,2004,0.060666666666666674,6,1.6849999999999998,6,4547.118611378978,4547.118611378978,0.687444551591122,0.687444551591122,440178.68852459016,440178.68852459016,9024.491160398586,9024.491160398586,,
27066100-01,South Oak Lake,2013,0.0871,10,0.64,10,807.2167189601075,807.2167189601075,0.7710107575078489,0.7710107575078489,281075.72837292694,281075.72837292694,6102.099282832811,6102.099282832811,1.0,1.0
10021600-01,McKnight Lake,2012,0.16646153846153847,13,,0,1650.2196261682243,1650.2196261682243,2.3163551401869147,2.3163551401869147,276589.7196261682,276589.7196261682,3933.336448598131,3933.336448598131,0.7801418439716312,
13005300-01,Big Comfort Lake,2013,0.026227272727272734,22,1.7340909090909091,22,,,,,,,,,,
82009700-01,La Lake,2008,0.11863636363636364,11,1.7545454545454546,11,2.9375,2.9375,1.4282929104477624,1.4282929104477624,319025.71517412935,319025.71517412935,308802.5721393035,308802.5721393035,,1.0
19003000-01,Kingsley Lake,2010,0.014642857142857148,14,,0,2804.5868131868133,2804.5868131868133,1.9293626373626362,1.9293626373626362,329633.1868131868,329633.1868131868,6202.896703296703,6202.896703296703,,
19002100-01,Alimagnet Lake,2009,0.09719999999999998,10,0.705,10,2194.9368334700575,2194.9368334700575,0.5203144654087961,0.5203144654087961,273558.16242821986,273558.16242821986,2875.216570959803,2875.216570959803,,
82003300-01,Mays Lake,2008,0.013571428571428576,14,5.092857142857143,14,0.0,0.0,61.46428571428571,61.46428571428571,1628442.857142857,1628442.857142857,1621214.2857142857,1621214.2857142857,,
82013300-01,Sunnybrook Lake,2012,0.02357142857142857,14,2.857142857142857,14,1130.8838028169014,1130.8838028169014,5.676760563380282,5.676760563380282,225912.67605633804,225912.67605633804,0.0,0.0,1.0,1.0
19003700-01,Simley Lake,2013,0.046,7,1.3571428571428572,7,1887.9779719419148,1887.9779719419148,0.3931553039625946,0.3931553039625946,196744.44991385675,196744.44991385675,2455.5572237263104,2455.5572237263104,1.0,1.0
13002300-01,Moody Lake,2013,0.07745454545454544,22,1.115,22,930.25,930.25,8.841874999999996,8.841874999999996,157175.0,157175.0,0.0,0.0,1.0,1.0
10021800-01,Grace Lake,2011,0.1464285714285714,14,0.9249999999999999,14,1534.932498882432,1534.932498882432,0.6535315154224348,0.6535315154224348,256133.92936969156,256133.92936969156,2940.790344210997,2940.790344210997,0.8424047862250109,
82015300-01,Sunset Lake,2007,0.022,10,2.97,10,0.0,0.0,0.0,0.0,386638.63298662705,386638.63298662705,0.0,0.0,,
82010700-01,Sunfish Lake,2013,0.03830000000000001,20,1.2935000000000003,20,914.1938461538462,914.1938461538462,2.7788923076923098,2.7788923076923098,314588.6153846154,314588.6153846154,0.0,0.0,1.0,1.0
82001100-01,Bay Pond,2008,0.32954545454545453,11,0.49090909090909096,11,0.0,0.0,6.383645007923923,6.383645007923923,358904.59587955626,358904.59587955626,343587.16323296353,343587.16323296353,,
10008800-01,Hydes Lake,2011,0.12192307692307694,13,1.7615384615384615,13,1440.2467532467533,1440.2467532467533,19.43714285714285,19.43714285714285,330427.2727272727,330427.2727272727,3342.103896103896,3342.103896103896,0.5847953216374269,
02007900-01,Highland Lake,2006,0.29878571428571427,14,0.27142857142857146,14,2226.0201634877385,2226.0201634877385,0.31410899182561297,0.31410899182561297,351886.37602179835,351886.37602179835,2306.41689373297,2306.41689373297,1.0,0.9192121039109334
82009002-01,Wilmes Lake,2007,0.08072727272727272,11,1.263636363636364,11,0.0,0.0,0.0,0.0,318871.4746019712,318871.4746019712,0.0,0.0,,
82008000-01,Halfbreed Lake,2005,0.019714285714285715,14,4.746142857142858,14,0.0,0.0,1.775989819004526,1.775989819004526,217910.18099547512,217910.18099547512,1599.1674208144796,1599.1674208144796,,
82036800-01,Klawitter Pond,2014,0.08444444444444443,9,0.8344444444444443,9,1675.2681992337166,1675.2681992337166,3.9772796934865897,3.9772796934865897,392524.9042145594,392524.9042145594,0.0,0.0,1.0,1.0
82001100-01,Bay Pond,2014,0.1711666666666667,6,0.875,6,1499.073015873016,1499.073015873016,6.452380952380952,6.452380952380952,363373.65079365077,363373.65079365077,0.0,0.0,1.0,1.0
82036800-01,Klawitter Pond,2007,0.09808333333333334,12,0.49166666666666664,12,0.0,0.0,0.0,0.0,397066.9811320755,397066.9811320755,0.0,0.0,,
19004200-01,Ohmans Lake,2012,0.020615384615384612,13,3.5562500000000004,8,2509.777777777778,2509.777777777778,4.445575396825393,4.445575396825393,348562.5,348562.5,4832.986111111111,4832.986111111111,,
82005300-01,Sea Lake,2009,0.12185714285714286,7,0.6428571428571429,7,904.7479674796748,904.7479674796748,11.029471544715445,11.029471544715445,244132.92682926828,244132.92682926828,214691.46341463414,214691.46341463414,,
70009100-02,Cedar Lake,2008,0.17925,28,0.8357142857142855,14,1014.7132616487455,1014.7132616487455,8.206523297491039,8.206523297491039,360529.03225806454,360529.03225806454,0.0,0.0,,
82013200-01,Woodpile Lake,2014,0.03216666666666667,12,2.9216666666666664,12,1194.892857142857,1194.892857142857,6.678928571428574,6.678928571428574,311872.44897959183,311872.44897959183,0.0,0.0,1.0,1.0
27062700-01,Northwood Lake,2011,0.12541666666666665,12,0.9583333333333331,12,1154.5588873545078,1154.5588873545078,0.5838745314657671,0.5838745314657671,262460.95876898797,262460.95876898797,5073.56204379562,5073.56204379562,1.0,1.0
10008800-01,Hydes Lake,2014,0.10407692307692308,13,1.2999999999999998,13,1513.857142857143,1513.857142857143,19.43987012987013,19.43987012987013,361859.74025974027,361859.74025974027,4778.207792207792,4778.207792207792,0.6081871345029239,
82036800-01,Klawitter Pond,2011,0.09383333333333334,12,0.7445454545454546,11,1677.4521072796936,1677.4521072796936,3.977049808429118,3.977049808429118,360440.99616858235,360440.99616858235,0.0,0.0,1.0,1.0
82001900-01,South Twin Lake,2008,0.0886923076923077,13,1.0161666666666667,6,0.0,0.0,1.7279106858054214,1.7279106858054214,257112.91866028708,257112.91866028708,243729.74481658693,243729.74481658693,,
70007400-01,Dean Lake,2009,0.43583333333333335,12,,0,4362.094690749863,4362.094690749863,1.731439518336083,1.731439518336083,347538.47837985767,347538.47837985767,0.0,0.0,,
70009500-01,O'Dowd Lake,2014,0.02421428571428572,14,1.8714285714285714,14,1160.8522895125554,1160.8522895125554,3.6057754800590835,3.6057754800590835,367981.38847858197,367981.38847858197,0.0,0.0,,
82010100-01,DeMontreville Lake,2008,0.034392857142857156,28,3.7864999999999998,22,0.0,0.0,2.7428571428571433,2.7428571428571433,387986.4111498258,387986.4111498258,373614.28571428574,373614.28571428574,,
70009500-01,O'Dowd Lake,2011,0.03164285714285714,14,1.614285714285714,14,1339.6689536878216,1339.6689536878216,2.672761578044598,2.672761578044598,368940.30874785595,368940.30874785595,0.0,0.0,,
27062700-01,Northwood Lake,2004,0.1418333333333333,12,0.9416666666666665,12,0.0,0.0,0.0,0.0,248879.81202271392,248879.81202271392,4436.714313687096,4436.714313687096,,
19004700-01,Hornbean Lake,2007,0.047,8,1.4625,8,3873.7043054427295,3873.7043054427295,1.7725995125913885,1.7725995125913885,474255.7270511779,474255.7270511779,5540.290008123477,5540.290008123477,,
62005800-01,Little Johanna Lake,2004,0.052625,8,1.625,8,1355.1939058171745,1355.1939058171745,0.814210526315788,0.814210526315788,584870.4986149585,584870.4986149585,0.0,0.0,1.0,0.9847560975609756
10021800-01,Grace Lake,2012,0.15807142857142858,14,,0,1541.9299216228676,1541.9299216228676,0.5871369294605778,0.5871369294605778,234679.34532042415,234679.34532042415,2926.4398340248963,2926.4398340248963,0.8418597872030317,
27018401-01,Whaletail Lake,2009,0.14616666666666667,12,0.6083333333333333,6,509.9761904761905,509.9761904761905,8.593714285714274,8.593714285714274,221176.42857142858,221176.42857142858,2920.888095238095,2920.888095238095,1.0,1.0
82011900-01,Weber Pond,2006,0.06625000000000002,12,0.9208333333333334,12,1293.8105263157895,1293.8105263157895,1.4132456140350877,1.4132456140350877,716372.6315789474,716372.6315789474,13666.463157894737,13666.463157894737,,
02002200-01,Island Lake,2005,0.03921428571428572,14,1.6892857142857143,14,1094.2846153846153,1094.2846153846153,6.6751538461538455,6.6751538461538455,170089.61538461538,170089.61538461538,0.0,0.0,,0.9154078549848943
82048200-01,Mergens Pond,2004,0.068,1,1.2,1,0.0,0.0,1.5903643966547176,1.5903643966547176,317015.41218637995,317015.41218637995,1906.4324970131422,1906.4324970131422,,
10000500-01,Courthouse Lake,2004,0.06056250000000001,16,2.615384615384616,13,1423.227651966627,1423.227651966627,2.0619904648390928,2.0619904648390928,221288.91537544696,221288.91537544696,1874.2348033373064,1874.2348033373064,0.7087517934002869,
82006500-01,Hay Lake,2006,0.07528571428571429,7,1.89,5,1291.7308970099668,1291.7308970099668,3.56923588039867,3.56923588039867,291563.12292358803,291563.12292358803,1912.0996677740864,1912.0996677740864,,
02008100-01,Hart Lake,2004,0.12733333333333333,6,0.5833333333333334,6,88.58165190884019,88.58165190884019,0.16826389896937094,0.16826389896937094,209630.3231238206,209630.3231238206,1935.4353316881986,1935.4353316881986,0.9901960784313726,0.8282252316464719
82015100-01,South School Section Lake,2010,0.055071428571428584,14,1.9385714285714286,14,1228.3902439024391,1228.3902439024391,13.282682926829269,13.282682926829269,337614.6341463415,337614.6341463415,0.0,0.0,1.0,1.0
70009800-01,Pleasant Lake,2010,0.1292,5,0.41200000000000003,5,911.2515337423313,911.2515337423313,19.639999999999997,19.639999999999997,334839.8773006135,334839.8773006135,0.0,0.0,,
10022600-01,Fireman's Clayhole Lake,2011,0.02407142857142857,14,2.525,12,1855.9926900584796,1855.9926900584796,1.530204678362575,1.530204678362575,299221.9298245614,299221.9298245614,4530.334795321637,4530.334795321637,0.6096959737058341,
82001502-01,Loon Lake,2004,0.1402857142857143,7,0.5441428571428572,7,0.0,0.0,6.292060606060606,6.292060606060606,396408.48484848486,396408.48484848486,1718.3393939393939,1718.3393939393939,,
02000500-01,George Watch Lake,2013,0.2772857142857143,7,0.36500000000000005,6,1823.1321370309952,1823.1321370309952,2.3613213703099474,2.3613213703099474,195269.16802610114,195269.16802610114,3286.9983686786295,3286.9983686786295,0.7049009384775808,0.8438308886971527
82006700-01,Sand Lake,2007,0.02742857142857143,7,2.830428571428572,7,0.0,0.0,0.0,0.0,286562.83185840707,286562.83185840707,0.0,0.0,,
27104501-01,Normandale Lake,2011,0.06566666666666666,9,1.4875000000000003,8,0.0,0.0,1.539442480282861,1.539442480282861,492559.1514821866,492559.1514821866,12026.234430242044,12026.234430242044,,
19008200-01,Lemay Lake,2014,0.016666666666666666,3,1.9666666666666668,3,9543.095446584939,9543.095446584939,2.2788441330998213,2.2788441330998213,796212.7845884414,796212.7845884414,23804.19527145359,23804.19527145359,0.8748778103616813,0.8615184099055067
10001100-01,St. Joe Lake,2010,0.022285714285714287,7,2.15,7,1979.3917525773195,1979.3917525773195,0.6998453608247428,0.6998453608247428,377404.1237113402,377404.1237113402,4315.737113402062,4315.737113402062,0.8968253968253969,
02013000-01,Pickerel Lake,2010,0.017333333333333333,6,1.2,1,1479.3932203389832,1479.3932203389832,0.0,0.0,226580.0,226580.0,2541.3084745762712,2541.3084745762712,0.7601043024771839,0.9593603010348072
82005202-01,Jellums Lake,2006,0.11442857142857144,7,1.3498571428571429,7,929.9692307692308,929.9692307692308,7.475076923076926,7.475076923076926,487841.53846153844,487841.53846153844,2236.2153846153847,2236.2153846153847,,
27009100-01,Wing Lake,2007,0.06764285714285714,14,1.1,14,0.0,0.0,1.030593814432987,1.030593814432987,350954.0618556701,350954.0618556701,4100.211546391753,4100.211546391753,,
27062700-01,Northwood Lake,2006,0.1637,10,1.06,10,0.0,0.0,0.0,0.0,278782.3380171741,278782.3380171741,4488.297033567525,4488.297033567525,,
82004200-01,Lynch Lake,2010,0.5701785714285715,28,0.35785714285714304,28,1362.342105263158,1362.342105263158,11.132368421052634,11.132368421052634,374772.36842105264,374772.36842105264,0.0,0.0,1.0,1.0
02058500-01,Lochness Lake,2012,0.07154545454545456,11,1.5999999999999999,11,2577.8090614886733,2577.8090614886733,1.7259304207119712,1.7259304207119712,235450.16181229774,235450.16181229774,5390.249190938512,5390.249190938512,0.7421974965229485,0.756737168083284
27064500-01,South Rice Lake,2008,0.1376666666666667,6,0.6333333333333333,6,0.0,0.0,0.32751570132588614,0.32751570132588614,223651.96557338917,223651.96557338917,3107.559665038381,3107.559665038381,,
27011900-01,Cedar Island Lake,2009,0.3238181818181818,11,0.3272727272727272,11,1032.2131324004306,1032.2131324004306,0.931844277000359,0.931844277000359,617504.3774668102,617504.3774668102,16878.239684248296,16878.239684248296,1.0,
82010700-01,Sunfish Lake,2005,0.06023076923076923,13,0.6576923076923078,13,0.0,0.0,1.406585937500001,1.406585937500001,288405.625,288405.625,2335.990625,2335.990625,,
27011601-01,Rice Elm Lake,2007,0.20659999999999998,10,0.7,10,0.0,0.0,0.7845649350649376,0.7845649350649376,268433.0681818182,268433.0681818182,4665.952272727272,4665.952272727272,,
82008900-01,Markgraf Lake,2011,0.13215384615384612,13,0.4576923076923078,13,1398.9573770491804,1398.9573770491804,0.9862491803278657,0.9862491803278657,346730.5573770492,346730.5573770492,0.0,0.0,1.0,1.0
70009100-02,Cedar Lake,2014,0.127,20,1.0631578947368423,19,1041.1360544217687,1041.1360544217687,9.178503401360544,9.178503401360544,295036.0544217687,295036.0544217687,0.0,0.0,,
82010700-01,Sunfish Lake,2011,0.04495000000000001,20,2.6366666666666667,18,887.2975460122699,887.2975460122699,2.7700000000000027,2.7700000000000027,311640.1840490798,311640.1840490798,0.0,0.0,1.0,1.0
10000200-01,Riley Lake,2005,0.05164285714285715,14,2.0500000000000003,14,136.67388167388168,136.67388167388168,0.0930880230880231,0.0930880230880231,460328.5714285714,460328.5714285714,5684.43722943723,5684.43722943723,0.34210526315789475,
82007600-01,Barker Lake,2013,0.07274999999999998,12,1.2014166666666668,12,984.5238095238095,984.5238095238095,21.743690476190473,21.743690476190473,260992.85714285713,260992.85714285713,0.0,0.0,1.0,1.0
10012100-01,Eagle Lake,2008,0.19323076923076923,13,0.5346153846153846,13,1123.0,1123.0,41.184909090909095,41.184909090909095,379726.36363636365,379726.36363636365,1891.9818181818182,1891.9818181818182,0.5,
82009700-01,La Lake,2007,0.11592857142857145,14,1.2642857142857145,14,2.9220538199814414,2.9220538199814414,0.0,0.0,313902.84565419116,313902.84565419116,8.334673677698731,8.334673677698731,,1.0
82011301-01,Goose Lake,2014,0.10083783783783785,37,1.435135135135135,37,1963.811475409836,1963.811475409836,4.990901639344262,4.990901639344262,548571.3114754099,548571.3114754099,0.0,0.0,1.0,1.0
82000500-01,Fahlstrom Pond,2008,0.19924999999999998,8,0.62875,8,0.0,0.0,6.8855555555555545,6.8855555555555545,407768.25396825396,407768.25396825396,389539.68253968254,389539.68253968254,,
10022600-01,Fireman's Clayhole Lake,2013,0.02576923076923077,13,2.275,4,1591.5620253164557,1591.5620253164557,1.7238101265822805,1.7238101265822805,263150.88607594935,263150.88607594935,3829.3569620253165,3829.3569620253165,0.5699006875477464,
82030800-01,Brick Pond,2009,0.073,7,0.7837142857142857,7,999.233498349835,999.233498349835,0.5394774477447708,0.5394774477447708,422017.65676567657,422017.65676567657,421453.0803080308,421453.0803080308,,
27009100-01,Wing Lake,2013,0.07600000000000001,9,0.9777777777777779,9,1570.800435413643,1570.800435413643,0.6146444121915812,0.6146444121915812,334342.4528301887,334342.4528301887,5038.11320754717,5038.11320754717,1.0,1.0
19002300-01,Farquar Lake,2012,0.1657142857142857,14,0.6285714285714284,14,2792.1511952809688,2792.1511952809688,0.8495870847562859,0.8495870847562859,287266.7184104315,287266.7184104315,3855.656007451102,3855.656007451102,,
62007200-01,Karth Lake,2010,0.04371428571428571,14,1.7535714285714286,14,1630.2379204892966,1630.2379204892966,1.0145840978593308,1.0145840978593308,465388.0122324159,465388.0122324159,7709.851070336392,7709.851070336392,0.9994655264564404,0.8641711229946524
10001300-01,Susan Lake,2008,0.33526666666666666,15,1.1285714285714286,14,2769.476628895184,2769.476628895184,0.897446883852688,0.897446883852688,428266.71388101985,428266.71388101985,7602.417847025496,7602.417847025496,0.7606747496046389,
82011700-01,Kramer Pond,2012,0.7216666666666667,6,0.15,5,799.5307692307692,799.5307692307692,6.855461538461542,6.855461538461542,472565.3846153846,472565.3846153846,0.0,0.0,1.0,1.0
19003000-01,Kingsley Lake,2008,0.013384615384615387,13,2.9076923076923076,13,2807.1349557522126,2807.1349557522126,1.9401769911504423,1.9401769911504423,377547.78761061945,377547.78761061945,6004.150442477876,6004.150442477876,,
82030100-01,Schroeder Pond,2006,0.08571428571428573,7,1.6766,5,985.9172413793103,985.9172413793103,9.417999999999997,9.417999999999997,419738.6206896552,419738.6206896552,2212.2206896551725,2212.2206896551725,,
13004200-01,Birch Lake,2006,0.09957142857142857,7,1.5238571428571428,7,1112.3258426966293,1112.3258426966293,4.681292134831458,4.681292134831458,273143.2584269663,273143.2584269663,1732.2808988764045,1732.2808988764045,,
82011000-01,Downs Lake,2009,0.22177777777777777,9,0.3111111111111111,9,1818.7623762376238,1818.7623762376238,3.6418811881188113,3.6418811881188113,436882.42574257427,436882.42574257427,429877.9702970297,429877.9702970297,,
82013700-01,Fish Lake,2010,0.10859375,32,1.1003225806451615,31,1909.051966292135,1909.051966292135,2.9440870786516773,2.9440870786516773,310534.8314606742,310534.8314606742,2009.688202247191,2009.688202247191,0.9934533551554828,0.9983818770226537
27004201-01,Twin Lake,2005,0.08237837837837837,37,1.4340540540540545,37,0.0,0.0,0.0,0.0,248866.12226881483,248866.12226881483,5010.90200838667,5010.90200838667,,
82033400-01,Kismet Lake,2014,0.032916666666666664,12,1.625,12,1259.111111111111,1259.111111111111,13.487654320987657,13.487654320987657,405967.9012345679,405967.9012345679,0.0,0.0,1.0,1.0
27012900-01,DuBay Lake,2014,0.028,1,2.2,1,1194.1268656716418,1194.1268656716418,16.000746268656716,16.000746268656716,270494.77611940296,270494.77611940296,6180.649253731343,6180.649253731343,0.9203907711494492,0.8907900295732996
82010300-01,Olson Lake,2007,0.02672727272727272,11,2.4636363636363634,11,0.0,0.0,0.0,0.0,275125.2262443439,275125.2262443439,0.0,0.0,,
70007400-01,Dean Lake,2007,0.23222222222222225,9,0.635,2,4945.221490467938,4945.221490467938,2.059154246100524,2.059154246100524,422719.3067590988,422719.3067590988,0.0,0.0,,
19044600-01,Lac Lavon Lake,2013,0.008,13,3.661538461538462,13,2409.0640171858217,2409.0640171858217,0.46956820622985307,0.46956820622985307,261441.9978517723,261441.9978517723,3129.1222341568205,3129.1222341568205,,
27014702-01,Peter Lake,2009,0.03284615384615385,13,3.992307692307693,13,1183.48087431694,1183.48087431694,11.260519125683064,11.260519125683064,621178.6885245901,621178.6885245901,10767.437158469946,10767.437158469946,1.0,1.0
10009300-01,Oak Lake,2006,0.12805882352941175,34,0.7878787878787877,33,1400.6923076923076,1400.6923076923076,20.79794871794872,20.79794871794872,400035.04273504275,400035.04273504275,2530.3931623931626,2530.3931623931626,0.5903614457831325,
82008000-01,Halfbreed Lake,2007,0.0134,10,4.59,10,0.0,0.0,0.0,0.0,262664.89841986453,262664.89841986453,0.0,0.0,,
19044600-01,Lac Lavon Lake,2014,0.00946666666666667,15,4.08,15,2414.193984962406,2414.193984962406,0.4695682062298556,0.4695682062298556,281132.8678839957,281132.8678839957,3273.8118152524166,3273.8118152524166,,
19034900-01,East Lake,2010,0.09942857142857142,14,0.6571428571428571,14,1614.9264957264957,1614.9264957264957,1.3106769230769244,1.3106769230769244,221409.4700854701,221409.4700854701,2749.2225641025643,2749.2225641025643,,
27011601-01,Rice Elm Lake,2010,0.1964285714285714,14,1.0214285714285716,14,1293.5499359795135,1293.5499359795135,0.7459507042253556,0.7459507042253556,295169.0781049936,295169.0781049936,5799.347791293214,5799.347791293214,1.0,1.0
82003400-01,East Boot Lake,2005,0.040357142857142855,14,3.233071428571429,14,0.0,0.0,14.753333333333334,14.753333333333334,419344.44444444444,419344.44444444444,737.7777777777778,737.7777777777778,,
82009700-01,La Lake,2011,0.08119999999999998,10,2.3,10,1651.9454214675561,1651.9454214675561,1.4228320194056954,1.4228320194056954,274317.2832019406,274317.2832019406,18.641600970285022,18.641600970285022,1.0,1.0
82013200-01,Woodpile Lake,2011,0.06864285714285714,14,3.101818181818182,11,1156.8680203045685,1156.8680203045685,6.660050761421319,6.660050761421319,273293.4010152284,273293.4010152284,0.0,0.0,1.0,1.0
82012300-01,Bass Lake,2007,0.042138888888888885,36,1.974857142857143,35,0.0,0.0,0.0,0.0,407319.59064327483,407319.59064327483,0.0,0.0,,
10005900-01,Waconia Lake,2010,0.033999999999999996,15,2.278571428571429,14,785.8940520446097,785.8940520446097,3.720985130111518,3.720985130111518,235574.72118959107,235574.72118959107,2765.938661710037,2765.938661710037,0.8623326959847036,1.0
70007400-01,Dean Lake,2004,0.11133333333333333,6,0.42500000000000004,6,4962.994552529183,4962.994552529183,2.3589143968871658,2.3589143968871658,337356.53696498054,337356.53696498054,0.0,0.0,,
19009500-01,Seidl Lake,2005,0.07450000000000001,14,0.8157142857142858,14,1628.704230625234,1628.704230625234,0.24344689878945738,0.24344689878945738,189055.50979658056,189055.50979658056,1673.1106951204292,1673.1106951204292,,
27002802-01,Cornelia Lake,2014,0.08083333333333333,6,0.4633333333333334,6,797.7898259705489,797.7898259705489,1.7532028112449685,1.7532028112449685,544696.0508701473,544696.0508701473,14543.466532797858,14543.466532797858,0.9961685823754789,0.9720624486442071
82036800-01,Klawitter Pond,2009,0.1504285714285714,14,0.6192857142857141,14,1631.7735849056603,1631.7735849056603,3.753452830188679,3.753452830188679,394169.8113207547,394169.8113207547,389909.43396226416,389909.43396226416,,
27005300-01,Cobblecrest Lake,2013,0.07185714285714286,7,0.5714285714285714,7,887.5566326530612,887.5566326530612,0.9635433673469447,0.9635433673469447,241265.99489795917,241265.99489795917,4075.609693877551,4075.609693877551,1.0,1.0
10022600-01,Fireman's Clayhole Lake,2012,0.02938461538461538,13,,0,1782.7954314720812,1782.7954314720812,1.1633807106598988,1.1633807106598988,254856.59898477158,254856.59898477158,3825.4629441624365,3825.4629441624365,0.6122281493639721,
82012000-01,Benz Lake,2007,0.17292857142857138,14,0.696642857142857,14,0.0,0.0,0.0,0.0,485645.67307692306,485645.67307692306,0.0,0.0,,
10012100-01,Eagle Lake,2012,0.16205555555555554,36,2.1972727272727273,11,1172.3695652173913,1172.3695652173913,39.54869565217392,39.54869565217392,373940.5797101449,373940.5797101449,2235.086956521739,2235.086956521739,0.5219399538106235,
19045600-01,Cobblestone Lake,2008,0.050857142857142865,14,0.8428571428571429,14,1894.638696939783,1894.638696939783,0.591881539980262,0.591881539980262,262861.4017769003,262861.4017769003,2980.196643632774,2980.196643632774,,
19044600-01,Lac Lavon Lake,2011,0.045076923076923084,13,3.3,13,2401.026197122611,2401.026197122611,0.469366544986036,0.469366544986036,268171.37642258964,268171.37642258964,3202.1977668026625,3202.1977668026625,,
02000400-01,Peltier Lake,2006,0.2585882352941176,17,0.7235294117647059,17,1206.499203821656,1206.499203821656,3.064434713375793,3.064434713375793,226541.48089171975,226541.48089171975,2564.2762738853503,2564.2762738853503,,0.8
82046200-01,Legion Pond,2006,0.08829999999999999,10,0.95,10,1239.6423357664235,1239.6423357664235,1.634866180048661,1.634866180048661,268101.70316301705,268101.70316301705,1878.6131386861314,1878.6131386861314,,
82008900-01,Markgraf Lake,2004,0.1392857142857143,14,0.5185714285714286,14,0.0,0.0,0.49513202112338034,0.49513202112338034,265652.3283725396,265652.3283725396,4190.483917426788,4190.483917426788,,
82011301-01,Goose Lake,2004,0.10314999999999999,20,1.1087000000000002,20,0.0,0.0,2.635241228070176,2.635241228070176,366833.77192982455,366833.77192982455,3386.8245614035086,3386.8245614035086,,
27009100-01,Wing Lake,2006,0.11707142857142858,14,0.9928571428571428,14,0.0,0.0,0.0,0.0,325844.4260941371,325844.4260941371,3894.106936416185,3894.106936416185,,
27004700-01,Bush Lake,2011,0.01575,12,2.766666666666666,12,131.59158618431823,131.59158618431823,2.530733344246205,2.530733344246205,290705.30365035194,290705.30365035194,4130.08430184973,4130.08430184973,1.0,
82048200-01,Mergens Pond,2005,0.14400000000000002,6,0.9833333333333334,6,0.0,0.0,1.5839940476190482,1.5839940476190482,347557.38095238095,347557.38095238095,2100.1690476190474,2100.1690476190474,,
27019900-01,Hafften Lake,2004,0.38603846153846155,26,1.046153846153846,13,0.0,0.0,0.0,0.0,216135.41666666666,216135.41666666666,2672.7268518518517,2672.7268518518517,,
